stationcode,name,address,latitude,longitude,brand
20398,Intellihub - Ocean Street,"96 Ocean St, Dudley NSW 2290",-32.9895359,151.7187917,Exploren
20399,"Intellihub - Quarry St, Paddington","1 Quarry St, Paddington NSW 2021",-33.8846447,151.2372822,Exploren
20400,Intellihub - Roylston St. Paddington,"23 Roylston St, Paddington NSW 2021",-33.88178,151.233328,Exploren
20401,Intellihub - Smith Street Charlestown,"33 Smith St, Charlestown NSW 2290",-32.9654747,151.6961709,Exploren
20402,Intellihub - Smith Street Hillsdale,"33 Smith St, Hillsdale NSW 2036",-33.9487226,151.2254579,Exploren
20403,"Intellihub - Soudan Street, Randwick","8 Soudan St, Randwick NSW 2031",-33.9189972,151.241825,Exploren
20404,Intellihub - Station St (near Dora St) Morisset,"81 Dora St, Morisset NSW 2264",-33.1080533,151.4874849,Exploren
20405,Intellihub - Station St (near Lindon Ln). Morisset,"43C Yambo St, Morisset NSW 2264",-33.1073331,151.4869702,Exploren
20406,Intellihub - The Boulevarde Brighton-Le-Sands,"7 The Boulevarde, Brighton-Le-Sands NSW 2216",-33.9614505,151.1554995,Exploren
20407,Intellihub - Wiley Street,"50 Wiley St, Waverley NSW 2024",-33.8998711,151.2566727,Exploren
20408,Intellihub - Yulong Ave,"12 Yulong Ave, Terrey Hills NSW 2084",-33.6822214,151.2279515,Exploren
20409,Jervis Bay Holiday Park,"Leisure Haven Caravan Pk, 785 Woollamia Rd, Woollamia NSW 2540",-35.0231109,150.6615749,Exploren
20410,Kempsey Shire Council,"490 Macleay Valley Way, South Kempsey NSW 2440",-31.1173876,152.8269217,Exploren
20411,Kempsey Shire Council,"19 Buchanan Dr, South West Rocks NSW 2431",-30.8862295,153.0383289,Exploren
20412,Kempsey Shire Council - Dunghutti-Ngaku Aboriginal Art Gallery,"62 Lachlan St, South Kempsey NSW 2440",-31.0967091,152.8350678,Exploren
20413,Kiama Pavillion,"2 Bong Bong St, Kiama NSW 2533",-34.6748189,150.8570701,Exploren
20414,Ku-ring-gai Council - Turramurra Library,"5 Ray St, Turramurra NSW 2074",-33.7320174,151.1273488,Exploren
20415,Ku-ring-gai Fitness & Aquatic Centre,"64PM+J7, West Pymble NSW 2073",-33.7635747,151.1336242,Exploren
20416,Kyogle Council - Bonalbo Norman Johnston Park,"29 Woodenbong Rd, Bonalbo NSW 2469",-28.7386889,152.6284508,Exploren
20417,Kyogle Council - Kyogle Museum,"69 Roxy Ln, Kyogle NSW 2474",-28.6208725,153.0029825,Exploren
20418,Kyogle Council - Tabulam Sports Ground,"39 Clarence St, Tabulam NSW 2469",-28.8904104,152.5665971,Exploren
20419,Kyogle Council - Woodenbong Recreation Reserve,"1 Unumgar St, Woodenbong NSW 2476",-28.38889,152.6087317,Exploren
20420,Lake George Winery,"173 The Vineyards Rd, Lake George NSW 2620",-34.9968285,149.3848393,Exploren
20421,Leisure Inn Pokolbin,"485 McDonalds Rd, Pokolbin NSW 2320",-32.7712459,151.302899,Exploren
20422,Lindfield Village Green,"10 Tryon Rd, Lindfield NSW 2070",-33.7749788,151.1702097,Exploren
20423,Lithgow City Bowling Club Ltd,"2C Lithgow St, Lithgow NSW 2790",-33.4853431,150.1520203,Exploren
20424,Little St Carpark | Lane Cove Council,"2 Little St, Lane Cove North NSW 2066",-33.8138903,151.1707874,Exploren
20425,Liverpool Plains Shire Council - Currabubula Recreation Ground,"Alford St, Currabubula NSW 2342",-31.2607948,150.7369453,Exploren
20426,Liverpool Plains Shire Council - Quirindi,"193 George St, Quirindi NSW 2343",-31.5073731,150.6804784,Exploren
20427,Liverpool Plains Shire Council - Willow Tree Visitor Information Centre,"16/20 New England Hwy, Willow Tree NSW 2339",-31.64914,150.7268856,Exploren
20428,Lockhart - Lockhart Car Park,"109 Green St, Lockhart NSW 2656",-35.2205934,146.7153791,Exploren
20429,Lockhart - Lockhart Caravan Park,"152 Green St W, Lockhart NSW 2656",-35.2209231,146.7120541,Exploren
20430,Lockhart - The Rock Recreation Ground,"60 Wilson St, The Rock NSW 2655",-35.2665253,147.1104941,Exploren
20431,Loughnan - Coolamon Shire Council and NSW Government,"Methul St S, Coolamon NSW 2701",-34.81361,147.2015481,Exploren
20432,Maitland City Council -  Harold Gregson Reserve,"174 High St, Maitland NSW 2320",-32.7405848,151.5656338,Exploren
20433,Maitland Riverside Plaza,"405 High St, Maitland NSW 2320",-32.73386,151.5561263,Exploren
20434,Market Square | Lane Cove Council,"24-28 Burns Bay Rd, Lane Cove NSW 2066",-33.8152452,151.1691799,Exploren
20435,Marrickville Metro,"20 Smidmore St, Marrickville NSW 2204",-33.90808,151.1721824,Exploren
20436,Matilda Motor Inn,"231 Darling St, Dubbo NSW 2830",-32.2527709,148.6049904,Exploren
20437,Max Webber Library,"Flushcombe Rd & Alpha St, Blacktown NSW 2148",-33.7718108,150.9082711,Exploren
20438,Mercure Sydney - Schwartz Family,"818 George St, Chippendale NSW 2008",-33.8842625,151.203022,Exploren
20439,Milton Ulladulla Exservos Club,"212-222 Princes Hwy, Ulladulla NSW 2539",-35.3684214,150.4706082,Exploren
20440,Mingara Leisure Group - Tumbi Umbi,"Mingara Dr, Tumbi Umbi NSW 2261",-33.3630652,151.443182,Exploren
20441,Narara Ecovillage - Boobook Rise Parking Space,"6 Boobook Rise, Narara NSW 2250",-33.3942667,151.3285645,Exploren
20442,Narara Ecovillage - Front Parking Space,"30 Gugandi Rd, Narara NSW 2250",-33.3933301,151.3291468,Exploren
20443,Narooma Golf Club,"Surf Beach Holiday Park, 1 Ballingalla St, Narooma NSW 2546",-36.2185761,150.1388189,Exploren
20444,Nepean Health Hub,"84/88 Parker St, Penrith NSW 2750",-33.7610759,150.7108181,Exploren
20445,North Turramurra Recreation Area,"361A Bobbin Head Rd, North Turramurra NSW 2074",-33.7025027,151.1487267,Exploren
20446,Orange City Council - Botanic Gardens,"300 Hill St, Orange NSW 2800",-33.2562881,149.0975511,Exploren
20447,Orange City Council - Lake Canobolas,"Pineleigh, 87 Lake Canobolas Rd, Nashdale NSW 2800",-33.2968629,149.0245795,Exploren
20448,Park Proxi Gibraltar Bowral,"7 Boronia St, Bowral NSW 2576",-34.4662955,150.4136177,Exploren
20449,Parq on Flinders,"94 Princes Hwy, Wollongong NSW 2500",-34.4209383,150.8926348,Exploren
20450,PCYC - Northern Beaches Council,"40 Kingsway, Dee Why NSW 2099",-33.7503059,151.2862588,Exploren
20451,Pennant Hills Market Place,"4-10 Hillcrest Rd, Pennant Hills NSW 2120",-33.7377393,151.0711227,Exploren
20452,Penrith Homemaker Centre,"Mulgoa Rd & Wolseley St, Jamisontown NSW 2750",-33.77093,150.6738044,Exploren
20453,Podium Oran Park - Recom,"351 Oran Park Dr, Oran Park NSW 2570",-34.0004614,150.7405915,Exploren
20454,Port Kembla Golf Club - Golf Place,"24 Golf Pl, Primbee NSW 2502",-34.5078328,150.8782408,Exploren
20455,Quest Albury,"550 Kiewa St, Albury NSW 2640",-36.0781605,146.9167471,Exploren
20456,Rhodes Apartment - AMARCO,"19 Shoreline Dr, Rhodes NSW 2138",-33.8320771,151.0847801,Exploren
20457,RIKARD Wines,"279 Old Canobolas Rd, Nashdale NSW 2800",-33.3182645,148.9826775,Exploren
20458,Ripples On The Creek,"602 Gradys Creek Rd, Gradys Creek NSW 2474",-28.4485712,152.9549106,Exploren
20459,Roberts Rd Eastern Creek - ActewAGL,"17 Roberts Rd, Eastern Creek NSW 2766",-33.8172805,150.8381395,Exploren
20460,Rosebery Engine Yards - Goodman - AU369,"115-133 Dunning Ave, Rosebery NSW 2018",-33.9183325,151.2021639,Exploren
20461,Rosemont,"80 Hume Ln, Crows Nest NSW 2065",-33.82314,151.2002953,Exploren
20462,Rydges Newcastle - Schwartz Family,"350 Wharf Rd, Newcastle NSW 2300",-32.9251925,151.773059,Exploren
20463,Rydges Resort Hunter Valley - Schwartz Family,"430 Wine Country Dr, Lovedale NSW 2325",-32.7815753,151.3490953,Exploren
20464,Rydges Sydney Central - Schwartz Family,"28 Albion St, Surry Hills NSW 2010",-33.8819201,151.2097607,Exploren
20465,Rydges World Square - Schwartz Family,"389 Pitt St, Sydney NSW 2000",-33.8769645,151.2074949,Exploren
20466,Sapphire Valley Caravan Park,"Sapphire Valley Cvan Park, 29 Sapphire Coast Dr, Merimbula NSW 2548",-36.8843332,149.9044714,Exploren
20467,Scenic World,"1 Violet St, Katoomba NSW 2780",-33.7280129,150.3007914,Exploren
20468,Seymour Residence Roseville,"989 Pacific Hwy, Roseville NSW 2069",-33.7887782,151.1803313,Exploren
20469,Shearing Shed Motor Inn,"31 Cobra St, Dubbo NSW 2830",-32.2536723,148.6024006,Exploren
20470,Sheraton Grand Sydney Hyde Park,"161 Elizabeth St, Sydney NSW 2000",-33.8715281,151.2098195,Exploren
20471,Solomon PTY LTD,"Sovereign Motor Inn, 111 Princes Hwy, Figtree NSW 2525",-34.4405593,150.8566894,Exploren
20472,South Tamworth Bowling Club,"11-23 Margaret St, South Tamworth NSW 2340",-31.1084516,150.9207823,Exploren
20473,SP103806 - LPC House,"3 Fordham Way, Oran Park NSW 2570",-34.0001882,150.7388425,Exploren
20474,Sponers Chalet - Sponers Asset Pty Ltd,"8568 Kosciuszko Rd, Perisher Valley NSW 2627",-36.3599294,148.4849448,Exploren
20475,Springwoods Sports Club - Mingara,"83 Macquarie Rd, Springwood NSW 2777",-33.6984501,150.5696661,Exploren
20476,Stevens Park Rockley,Rockley NSW 2795,-33.6887306,149.5643453,Exploren
20477,Stockmans Motel and Restaurant Tamworth,"2-24 Spains Ln, Kingswood NSW 2340",-31.1647707,150.9181072,Exploren
20478,Subaru - PCS North Shore Sales (Private only),"355 Pacific Hwy, Artarmon NSW 2064",-33.8169938,151.1803732,Exploren
20479,Sycamore Street Carpark,"1 Chelmsford Pl, Leeton NSW 2705",-34.5508649,146.4051814,Exploren
20480,Tallowood Cottages,"1600 Bowraville Rd, Spicketts Creek NSW 2454",-30.5303037,152.869309,Exploren
20481,TARA Lane Cove,"640 Mowbray Rd, Lane Cove North NSW 2066",-33.8047567,151.155219,Exploren
20482,Tathra Beach House Apartments,"17 John Taylor Cres, Tathra NSW 2550",-36.7262841,149.9790098,Exploren
20483,The Builders Club  - 61 Church St,"61 Church St, Wollongong NSW 2500",-34.4206636,150.8968306,Exploren
20484,The Canopy - Lane Cove,"12 Rosenthal Ave, Lane Cove NSW 2066",-33.8140235,151.1692661,Exploren
20485,The Carrington Inn,"59 Ellendon St, Bungendore NSW 2621",-35.2576783,149.4394187,Exploren
20486,The Clairfield Hotel,"1 Sydney Rd, Mudgee NSW 2850",-32.6009157,149.5975785,Exploren
20487,The Commercial Hotel Wallerawang,"66 Main St, Wallerawang NSW 2845",-33.4073176,150.0674988,Exploren
20488,The Country Club - St Georges Basin,"11 Paradise Beach Rd, Sanctuary Point NSW 2540",-35.1040997,150.6247896,Exploren
20489,The Entrance Leagues Club,"3 Bay Village Rd, Bateau Bay NSW 2261",-33.3773813,151.4733724,Exploren
20490,The Golden Dog Hotel,"57-59 Coramba St, Glenreagh NSW 2450",-30.0512076,152.9799168,Exploren
20491,The Hills Shire Council,"3 Columbia Ct, Norwest NSW 2153",-33.7305284,150.9717373,Exploren
20492,The Lantern Club - Mingara,"21 Roselands Ave, Roselands NSW 2196",-33.9354696,151.0714178,Exploren
20493,The Trustee - Thomas Holt Dr,"3 Thomas Holt Dr, North Ryde NSW 2113",-33.7874476,151.1287003,Exploren
20494,The Westport Club - Mingara,"25 Buller St, Port Macquarie NSW 2444",-31.43017,152.9017453,Exploren
20495,Thornton Library,"Taylor Ave, Thornton NSW 2322",-32.7756335,151.6373324,Exploren
20496,Thredbo Village,"Friday Dr, Thredbo NSW 2625",-36.5012959,148.310377,Exploren
20497,Tinkersfield,"1 Post Office Ln, Crackenback NSW 2627",-36.4501681,148.4953302,Exploren
20498,Toronto Commercial Centre Carpark,"7 Pemell St, Toronto NSW 2283",-33.0145429,151.5961952,Exploren
20499,Tweed Heads Vegas Motel,"123 Wharf St, Tweed Heads NSW 2485",-28.1767544,153.5407321,Exploren
20500,Tyrrells,"1838 Broke Rd, Pokolbin NSW 2320",-32.7691856,151.2737075,Exploren
20501,Uralla Bowling Club - Uralla,"52 Hill Street, Uralla, NSW  2358, AU",-30.6392657,151.498423,Exploren
20502,Wallangulla Motel (LRDBC),"22 Morilla St, Lightning Ridge NSW 2834",-29.4292136,147.9768321,Exploren
20503,Waratah Sports Club,"34 Telopea Way, Orange NSW 2800",-33.2491974,149.1016196,Exploren
20504,Wave Aquatic Center - Baulkham Hills,"44 Mileham Ave, Baulkham Hills NSW 2153",-33.7445839,150.9910722,Exploren
20505,Wentworth st Carpark - Parramatta Council,"2-10 Wentworth St, Parramatta NSW 2150",-33.81946,151.0057174,Exploren
20506,West Ryde Smash Repairs SO-19932,"932 Victoria Rd, West Ryde NSW 2114",-33.8102536,151.0932679,Exploren
20507,Western Sydney Conference Centre,"83 Mulgoa Rd, Penrith NSW 2750",-33.7577332,150.6839358,Exploren
20508,"Willandra St, Lane Cove North NSW 2066","15 Willandra St, Lane Cove North NSW 2066",-33.8059468,151.1542247,Exploren
20509,Worrigee Sports,"131 Greenwell Point Rd, Worrigee NSW 2540",-34.88931,150.6264382,Exploren
20510,Wunderlich Lane Coles,"2 Baptist St, Redfern NSW 2016",-33.8934611,151.2123376,Exploren
20658,"AGL  Alice St, Newtown","2 Alice St, Newtown NSW 2042",-33.903038,151.17915,AGL
20659,"AGL  Allman Ave, Summer Hill","2 Allman Ave, Summer Hill NSW 2130",-33.89152,151.1337,AGL
20660,"AGL  Australia St, Newtown","160 Australia St, Newtown NSW 2042",-33.894826,151.17763,AGL
20661,"AGL  Beaumond Ave, Maroubra","Opposite 11 Beaumond Ave, Maroubra NSW 2035",-33.943922,151.26006,AGL
20662,"AGL  Bellevue Ave, Greenwich","22 Bellevue Ave, Greenwich NSW 2065",-33.825193,151.1872,AGL
20663,"AGL  Bellevue Rd, Bellevue Hill","Opposite 150 Bellevue Rd, Bellevue Hill NSW 2023",-33.87836697,151.2467379,AGL
20664,"AGL  Bennett St, Bondi","27 Bennett St, Bondi NSW 2026",-33.895411,151.26034,AGL
20665,"AGL  Boomerang St, Haberfield","Opposite 67 Boomerang St, Haberfield NSW 2045",-33.870609,151.14523,AGL
20666,"AGL  Boronia St, Kensington","31 Boronia St, Kensington NSW 2033",-33.906307,151.22296,AGL
20667,"AGL  Botany St, Bondi Junction","3 Botany St, Bondi Junction NSW 2022",-33.893451,151.25411,AGL
20668,"AGL  Botany St, Randwick","Opposite 104 Botany St, Randwick NSW 2031",-33.924028,151.23475,AGL
20669,"AGL  Boundary St (on Dillon St), Paddington","Adjacent 90 Boundary St, Paddington NSW 2021",-33.879191,151.22485,AGL
20670,"AGL  Broome St, Maroubra","Opposite 61 Broome St, Maroubra NSW 2035",-33.952949,151.250376,AGL
20671,"AGL  Brown St, Bronte","12 Brown St, Bronte NSW 2024",-33.90200711,151.258398,AGL
20672,"AGL  Burt St, Rozelle","6 Burt St, Rozelle NSW 2039",-33.868556,151.17216,AGL
20673,"AGL  Carawa St, Umina Beach","2 Carawa St, Umina Beach NSW 2257",-33.52471,151.31273,AGL
20674,"AGL  Carlton St, Kensington","Opposite 3 Carlton St, Kensington NSW 2033",-33.905907,151.22573,AGL
20675,"AGL  Carrington Rd, Coogee","185 Carrington Rd, Coogee NSW 2034",-33.914943,151.24931,AGL
20676,"AGL  Cascade St, Paddington","Opposite 97 Cascade St, Paddington NSW 2021",-33.880702,151.23259,AGL
20677,"AGL  Church St, Randwick","59 Church St, Randwick NSW 2031",-33.91168,151.23815,AGL
20678,"AGL  Clovelly Rd (pole in Knox St), Clovelly","Adjacent to 261 Clovelly Rd, Clovelly NSW 2031",-33.911627,151.25649,AGL
20679,"AGL  Clovelly Rd, (pole in Bligh Pl), Randwick","Adjacent 88-120 Clovelly Rd, Randwick NSW 2031",-33.908913,151.24851,AGL
20680,"AGL  Constitution Rd, Dulwich Hill","100 Constitution Rd, Dulwich Hill NSW 2203",-33.903009,151.13983,AGL
20681,"AGL  Coogee Bay Rd, Randwick","64 Coogee Bay Rd, Randwick NSW 2031",-33.919349,151.24707,AGL
20682,"AGL  Cook St, Randwick","50 Cook St, Randwick NSW 2027",-33.911689,151.23908,AGL
20683,"AGL  Day St, Leichhardt","29 Day St, Leichhardt NSW 2040",-33.884591,151.15513,AGL
20684,"AGL  Denison St, Bondi Junction","85 Denison St, Bondi Junction NSW 2022",-33.893444,151.24459,AGL
20685,"AGL  Denison St, Queens Park","229 Denison St, Queens Park NSW 2022",-33.89824416,151.2435829,AGL
20686,"AGL  Denison St, Rozelle","Opposite 103 Denison St, Rozelle NSW 2039",-33.869885,151.17001,AGL
20687,"AGL  Duncan St, Maroubra","Opposite 111 Duncan St, Maroubra NSW 2035",-33.944967,151.25402,AGL
20688,"AGL  Duxford St, Paddington","11 DuxfoRd, St, Paddington NSW 2021",-33.882503,151.2296,AGL
20689,"AGL  Ebley St, Bondi Junction","103 Ebley St, Bondi Junction NSW 2022",-33.893989,151.25094,AGL
20690,"AGL  Edgecliff Rd, Edgecliff","442-446 Edgecliff Rd, Edgecliff NSW 2027",-33.879684,151.23905,AGL
20691,"AGL  Elizabeth St, Paddington","Opposite 65 Elizabeth St, Paddington NSW 2021",-33.88464497,151.2332441,AGL
20692,"AGL  Elswick St, Leichhardt","86 Elswick St, Leichhardt NSW 2040",-33.885173,151.15213,AGL
20693,"AGL  Evans St, Rozelle","182 Evans St, Rozelle NSW 2039",-33.86639,151.1706,AGL
20694,"AGL  Ewell St, Bondi","1 Ewell St, Bondi NSW 2026",-33.896397,151.26046,AGL
20695,"AGL  Federation Rd, Newtown","Opposite 20 Federation Rd, Newtown NSW 2042",-33.893298,151.179621,AGL
20696,"AGL  Fletcher St (pole in Glen St), Tamarama","Adjacent 16 Fletcher St, Tamarama NSW 2026",-33.896764,151.26953,AGL
20697,"AGL  Fort St, Petersham","9 Fort St, Petersham NSW 2049",-33.88997,151.1577,AGL
20698,"AGL  Frances St, Randwick (outside Ausgrid substation)","2A Frances St, Randwick NSW 2031",-33.91033,151.23686,AGL
20699,"AGL  Frenchmans Rd, Randwick","Opposite 84 Frenchmans Rd, Randwick NSW 2031",-33.90697,151.25058,AGL
20700,"AGL  George St, Marrickville","2 George St, Marrickville NSW 2204",-33.904833,151.14836,AGL
20701,"AGL  Gladstone St, Newtown","3 Gladstone St, Newtown NSW 2042",-33.897759,151.17501,AGL
20702,"AGL  Gould Ave, Lewisham","35 Gould Ave, Lewisham NSW 2049",-33.899375,151.14696,AGL
20703,"AGL  Gower St, Summer Hill","16 Gower St, Summer Hill NSW 2130",-33.888561,151.13808,AGL
20704,"AGL  Grove St, Birchgrove","Opposite 55 Grove St, Birchgrove NSW 2041",-33.851175,151.18192,AGL
20705,"AGL  Guihen St, Annandale","4 Guihen St, Annandale NSW 2038",-33.884907,151.17485,AGL
20706,"AGL  Gymea Bay Rd, Gymea Bay","276B Gymea Bay Rd, Gymea Bay NSW 2227",-34.050725,151.087865,AGL
20707,"AGL  Hereward, St, Maroubra","17 HerewaRd, St, Maroubra NSW 2035",-33.944918,151.25602,AGL
20708,"AGL  Hollywood Ave, Bondi Junction","2 Hollywood Ave, Bondi Junction NSW 2022",-33.894336,151.25155,AGL
20709,"AGL  Isabel Ave, Vaucluse","10 Isabel Ave, Vaucluse NSW 2030",-33.862092,151.28035,AGL
20710,"AGL  Jersey Rd, Woollahra","7 Jersey Rd, Woollahra NSW 2025",-33.888405,151.23263,AGL
20711,"AGL  Johnston St, Balmain East","20 Johnston St, Balmain East NSW 2041",-33.859103,151.1941,AGL
20712,"AGL  Joseph St, Rozelle","Opposite 21 Joseph St, Rozelle NSW 2039",-33.87189,151.16505,AGL
20713,"AGL  Kensington Rd, Summer Hill","64 Kensington Rd, Summer Hill NSW 2130",-33.887754,151.13935,AGL
20714,"AGL  King St, Bondi","2 King St, Bondi NSW 2026",-33.894543,151.26083,AGL
20715,"AGL  Little St, Lane Cove","30 Little St, Lane Cove NSW 2066",-33.815669,151.17143,AGL
20716,"AGL  Marine Pde, Maroubra","Opposite 120 Marine Pde, Maroubra NSW 2035",-33.944494,151.26108,AGL
20717,"AGL  Maroubra Rd, Maroubra","267 Maroubra Rd, Maroubra NSW 2035",-33.942215,151.24292,AGL
20718,"AGL  McKinnon Ave, Five Dock","3 McKinnon Ave, Five Dock NSW 2046",-33.86025,151.13097,AGL
20719,"AGL  Moyes St, Marrickville","Opposite 2 Moyes St, Marrickville NSW 2204",-33.91464,151.14877,AGL
20720,"AGL  Neptune St, Coogee","Opposite 13 Neptune St, Coogee NSW 2034",-33.926085,151.25783,AGL
20721,"AGL  Nicholson St, Balmain East","9 Nicholson St, Balmain East NSW 2041",-33.856575,151.19312,AGL
20722,"AGL  Pearson St, Balmain East","5 Pearson St, Balmain East NSW 2041",-33.858267,151.19511,AGL
20723,"AGL  Quarry St Tennis Courts, Paddington","Quarry St Tennis Courts, Paddington NSW 2021",-33.882832,151.23686,AGL
20724,"AGL  Queen St, Randwick","19 Queen St, Randwick NSW 2031",-33.918866,151.24716,AGL
20725,"AGL  Ramsay St (pole in Martin St), Habberfield","Adjacent 287 Ramsay St, Habberfield NSW 2045",-33.873368,151.13367,AGL
20726,"AGL  Robey St, Maroubra","5-17 Robey St, Maroubra NSW 2035",-33.942429,151.23761,AGL
20727,"AGL  Saint Marks Rd, Randwick","Opposite 41 St, Marks Rd, Randwick NSW 2031",-33.91042091,151.2467308,AGL
20728,"AGL  Salisbury Rd, Kensington","4 Salisbury Rd, Kensington NSW 2033",-33.905494,151.22236,AGL
20729,"AGL  See St, Kingsford","Opposite 23 See St, Kingsford NSW 2032",-33.922092,151.2249,AGL
20730,"AGL  St Kilda St, Bexley North","1A St, Kilda St, Bexley North NSW 2207",-33.9412485917432,151.109655752218,AGL
20731,"AGL  St Marks Rd, Randwick","69 St Marks Rd, Randwick NSW 2031",-33.913036,151.24639,AGL
20732,"AGL  StaffoRd, St, Paddington","22 StaffoRd, St, Paddington NSW 2021",-33.883741,151.22888,AGL
20733,"AGL  Stanley St, Queens Park","Opposite 4 Stanley St, Queens Park NSW 2022",-33.8959361,151.2474969,AGL
20734,"AGL  Terrace Rd, Dulwich Hill","23 Terrace Rd, Dulwich Hill NSW 2203",-33.906482,151.13796,AGL
20735,"AGL  Terry St, Tempe","88 Terry St, Tempe NSW 2044",-33.918547,151.16534,AGL
20736,"AGL  Todman Ave, Kensington","121 Todman Ave, Kensington NSW 2033",-33.91005,151.22089,AGL
20737,"AGL  Victoria Rd, Bellevue Hill","Opposite 165 Victoria Rd, Bellevue Hill NSW 2023",-33.887955,151.25845,AGL
20738,"AGL  Waratah Ave, Randwick","1-7 Waratah Ave, Randwick NSW 2031",-33.914222,151.2376,AGL
20739,"AGL  Wardell Rd, Lewisham","3 Wardell Rd, Lewisham NSW 2049",-33.897391,151.14927,AGL
20740,"AGL  Wauhope Cres, South Coogee","2 Wauhope Cres, South Coogee NSW 2034",-33.92974,151.251118,AGL
20741,"AGL  York Rd, Bondi Junction","Opposite 1 York Rd, Bondi Junction NSW 2022",-33.892965,151.2418,AGL
20742,"AGL  Young St, Annandale","136 Young St, Annandale NSW 2038",-33.883784,151.16688,AGL
20743,"AGL 104 Mill Hill Rd, Bondi Junction","104 Mill Hill Rd, Bondi Junction NSW 2022",-33.893655,151.2438,AGL
20744,"AGL 110 Beach St, Coogee","110 Beach St, Coogee NSW 2034",-33.917682,151.25869,AGL
20745,"AGL 118 Nelson St, Annandale","118 Nelson St, Annandale NSW 2038",-33.883422,151.17304,AGL
20746,"AGL 128 Rowntree St, Birchgrove","128 Rowntree St, Birchgrove NSW 2041",-33.852522,151.18211,AGL
20747,"AGL 13 Llandaff St, Bondi Junction","13 Llandaff St, Bondi Junction NSW 2022",-33.893468,151.2521,AGL
20748,"AGL 131 Annandale St, Annandale","131 Annandale St, Annandale NSW 2038",-33.881759,151.16904,AGL
20749,"AGL 15 William St, Randwick","15 William St, Randwick NSW 2031",-33.908119,151.23446,AGL
20750,"AGL 153 Windsor St, Paddington","153 Windsor St, Paddington NSW 2021",-33.886321,151.23523,AGL
20751,"AGL 16 Duxford St, Paddington","Opposite 16 Duxford St, Paddington NSW 2021",-33.882758,151.22928,AGL
20752,"AGL 163 Windsor St, Paddington","163 Windsor St, Paddington NSW 2021",-33.886508,151.2355,AGL
20753,"AGL 164 Darling St, Balmain","164 Darling St, Balmain NSW 2041",-33.8582,151.18754,AGL
20754,"AGL 167 Darley Rd, Randwick","167 Darley Rd, Randwick NSW 2031",-33.902921,151.24577,AGL
20755,"AGL 168 Beach St, Coogee","Opposite 168 Beach St, Coogee NSW 2034",-33.924665,151.25738,AGL
20756,"AGL 17 Dulwich St, Dulwich Hill","17 Dulwich St, Dulwich Hill NSW 2203",-33.902439,151.14093,AGL
20757,"AGL 17 Grove St, Dulwich Hill","17 Grove St, Dulwich Hill NSW 2203",-33.90169,151.13928,AGL
20758,"AGL 17 Holmwood St, Newtown","17 Holmwood St, Newtown NSW 2042",-33.90411,151.17908,AGL
20759,"AGL 176 Beach St, Coogee","176 Beach St, Coogee NSW 2034",-33.924973,151.25731,AGL
20760,"AGL 176 Darling St, Balmain","176 Darling St, Balmain NSW 2041",-33.858222,151.18703,AGL
20761,"AGL 180 Darling St, Balmain","180 Darling St, Balmain NSW 2041",-33.858233,151.18678,AGL
20762,"AGL 2 Diamond Bay Rd, Vaucluse","Opposite 2 Diamond Bay Rd, Vaucluse NSW 2030",-33.86120616,151.2786812,AGL
20763,"AGL 21-23 Corunna Rd, Stanmore","21-23 Corunna Rd, Stanmore NSW 2048",-33.888629,151.17117,AGL
20764,"AGL 225 Darley Rd, Randwick","Opposite 225 Darley Rd, Randwick NSW 2031",-33.903408,151.24908,AGL
20765,"AGL 24 Annandale St, Annandale","24 Annandale St, Annandale NSW 2038",-33.886612,151.1668,AGL
20766,"AGL 25 Llandaff St, Bondi Junction","25 Llandaff St, Bondi Junction NSW 2022",-33.89351,151.25239,AGL
20767,"AGL 26 Nelson St, Annandale","26 Nelson St, Annandale NSW 2038",-33.886332,151.17173,AGL
20768,"AGL 266 Johnston St, Annandale","266 Johnston St, Annandale NSW 2038",-33.874917,151.17353,AGL
20769,"AGL 270 Johnston St, Annandale","270 Johnston St, Annandale NSW 2038",-33.874666,151.17364,AGL
20770,"AGL 272 Johnston St, Annandale","272 Johnston St, Annandale NSW 2038",-33.874561,151.17369,AGL
20771,"AGL 276 Birrell St, Bondi","276 Birrell St, Bondi NSW 2026",-33.897271,151.26057,AGL
20772,"AGL 2A Liverpool St, Rose Bay","2A Liverpool St, Rose Bay NSW 2029",-33.875197,151.2729,AGL
20773,"AGL 3 William St, Randwick","3 William St, Randwick NSW 2031",-33.907292,151.23462,AGL
20774,"AGL 31 Diamond Bay Rd, Vaucluse","31 Diamond Bay Rd, Vaucluse NSW 2030",-33.861281,151.28099,AGL
20775,"AGL 31 DuxfoRd, St, Paddington","31 DuxfoRd, St, Paddington NSW 2021",-33.883118,151.22891,AGL
20776,"AGL 31 Mallett St, Camperdown","31 Mallett St, Camperdown NSW 2050",-33.887383,151.17672,AGL
20777,"AGL 32 Belmore St, Enmore","32 Belmore St, Enmore NSW 2042",-33.89817,151.17249,AGL
20778,"AGL 32 Liverpool St, Rose Bay","32 Liverpool St, Rose Bay NSW 2029",-33.875483,151.27491,AGL
20779,"AGL 326 Birrell St, Bondi","326 Birrell St, Bondi NSW 2026",-33.89795,151.26459,AGL
20780,"AGL 34 Chandos St, Ashfield","34 Chandos St, Ashfield NSW 2131",-33.883796,151.12889,AGL
